Date/Time (LST),Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Meter Reading (KWHr)
20-06-2023 19:00,6,20,19:00,23.4,13.4,53,11,15,19.3,100.9,26,,Mainly Clear,5.538
20-06-2023 20:00,6,20,20:00,20.4,13.8,65,9,10,19.3,100.93,,,NA,5.578
20-06-2023 21:00,6,20,21:00,19.1,14.8,76,6,10,19.3,101,,,NA,5.573
20-06-2023 22:00,6,20,22:00,18,14.7,81,6,10,24.1,101.02,,,Mainly Clear,5.533
20-06-2023 23:00,6,20,23:00,16.4,14.5,88,6,13,19.3,101.06,,,NA,5.618
21-06-2023 00:00,6,21,00:00,17.2,15.3,88,6,14,19.3,101.09,,,NA,5.714
21-06-2023 01:00,6,21,01:00,16.6,14.5,87,6,12,19.3,101.09,,,Mostly Cloudy,5.696
21-06-2023 02:00,6,21,02:00,15.1,14.3,94,5,13,19.3,101.1,,,NA,5.73
21-06-2023 03:00,6,21,03:00,14.7,13.5,92,5,13,19.3,101.11,,,NA,5.672
21-06-2023 04:00,6,21,04:00,14.3,13,92,5,11,19.3,101.15,,,Mainly Clear,5.739
21-06-2023 05:00,6,21,05:00,14.9,12.8,87,6,11,24.1,101.18,,,NA,5.744
21-06-2023 06:00,6,21,06:00,16.2,12.8,80,7,14,24.1,101.2,,,NA,5.694
21-06-2023 07:00,6,21,07:00,17.2,12.9,75,8,10,24.1,101.25,,,Mostly Cloudy,5.744
21-06-2023 08:00,6,21,08:00,19.2,13.1,67,9,12,24.1,101.26,,,NA,5.683
21-06-2023 09:00,6,21,09:00,20.4,13.3,64,7,12,24.1,101.25,,,NA,5.745
21-06-2023 10:00,6,21,10:00,23.1,13.6,54,12,11,24.1,101.23,26,,Mostly Cloudy,5.686
21-06-2023 11:00,6,21,11:00,24.7,13.7,50,8,14,24.1,101.2,28,,NA,5.464
21-06-2023 12:00,6,21,12:00,26.1,12.6,42,12,17,24.1,101.13,29,,NA,5.108
21-06-2023 13:00,6,21,13:00,26.9,11.6,38,12,17,24.1,101.05,29,,Mainly Clear,4.986
21-06-2023 14:00,6,21,14:00,27.5,12.9,40,10,13,24.1,101.01,30,,NA,4.934
21-06-2023 15:00,6,21,15:00,26.9,12.4,40,7,25,24.1,100.96,29,,NA,4.87
21-06-2023 16:00,6,21,16:00,25.9,12.1,42,7,30,24.1,100.93,28,,Mainly Clear,4.958
21-06-2023 17:00,6,21,17:00,27,10.9,36,6,16,24.1,100.88,29,,NA,4.925
21-06-2023 18:00,6,21,18:00,26.3,12,41,8,16,24.1,100.87,29,,NA,4.896
21-06-2023 19:00,6,21,19:00,24.8,12.7,47,5,11,24.1,100.89,27,,Clear,4.875
21-06-2023 20:00,6,21,20:00,22.2,13.1,56,6,12,24.1,100.91,25,,NA,4.913
21-06-2023 21:00,6,21,21:00,20.5,12.9,62,6,13,24.1,100.95,,,NA,4.997
21-06-2023 22:00,6,21,22:00,19.9,12.6,62,6,12,24.1,100.93,,,Clear,4.852
21-06-2023 23:00,6,21,23:00,17.6,12.3,71,5,14,24.1,100.92,,,NA,4.933
22-06-2023 00:00,6,22,00:00,18.2,12.2,68,6,13,24.1,100.89,,,NA,4.982
22-06-2023 01:00,6,22,01:00,17.6,12.4,72,8,10,24.1,100.85,,,Clear,5.01
22-06-2023 02:00,6,22,02:00,16,12.2,78,10,8,24.1,100.84,,,NA,5.188
22-06-2023 03:00,6,22,03:00,15.6,12.5,82,11,8,24.1,100.86,,,NA,5.099
22-06-2023 04:00,6,22,04:00,15.4,12.6,83,17,10,24.1,100.9,,,Clear,5.117
22-06-2023 05:00,6,22,05:00,15.2,12.5,84,18,7,24.1,100.9,,,NA,5.151
22-06-2023 06:00,6,22,06:00,17.6,13.3,76,19,6,24.1,100.93,,,NA,5.052
22-06-2023 07:00,6,22,07:00,20.1,13.1,64,20,14,24.1,100.98,,,Clear,5.086
22-06-2023 08:00,6,22,08:00,22.2,13.3,57,19,12,24.1,100.96,25,,NA,5.135
22-06-2023 09:00,6,22,09:00,23.9,14.4,54,23,11,24.1,100.97,28,,NA,5.144
22-06-2023 10:00,6,22,10:00,24.6,13.6,50,25,9,24.1,100.92,28,,Clear,5.751
22-06-2023 11:00,6,22,11:00,25.9,13.8,47,18,5,24.1,100.87,29,,NA,5.745
22-06-2023 12:00,6,22,12:00,26.4,12.8,42,19,10,24.1,100.8,29,,NA,5.689
22-06-2023 13:00,6,22,13:00,27.3,13.6,42,8,5,24.1,100.71,30,,Clear,5.684
22-06-2023 14:00,6,22,14:00,28.5,13.6,39,15,10,24.1,100.63,32,,NA,5.727
22-06-2023 15:00,6,22,15:00,28.9,12.8,36,12,14,24.1,100.55,32,,NA,5.612
22-06-2023 16:00,6,22,16:00,29.2,13.2,37,12,9,24.1,100.48,32,,Mainly Clear,5.684
22-06-2023 17:00,6,22,17:00,28.6,12.5,36,17,8,24.1,100.46,31,,NA,5.673
22-06-2023 18:00,6,22,18:00,27.7,12,37,15,8,24.1,100.42,30,,NA,5.715
22-06-2023 19:00,6,22,19:00,26.2,13.6,45,11,6,24.1,100.41,29,,Mainly Clear,5.657
22-06-2023 20:00,6,22,20:00,24.1,13.5,51,10,9,24.1,100.42,27,,NA,5.755
22-06-2023 21:00,6,22,21:00,21.1,13.5,61,10,9,24.1,100.44,,,NA,5.668
22-06-2023 22:00,6,22,22:00,19.7,14.1,70,19,5,24.1,100.44,,,Mainly Clear,5.627
22-06-2023 23:00,6,22,23:00,18.1,13.1,72,14,8,24.1,100.39,,,NA,5.677
23-06-2023 00:00,6,23,00:00,19.5,13.1,66,17,8,24.1,100.38,,,NA,5.721
23-06-2023 01:00,6,23,01:00,16.2,13.6,84,23,5,24.1,100.36,,,Mainly Clear,5.754
23-06-2023 02:00,6,23,02:00,16.8,13.3,80,25,5,24.1,100.34,,,NA,5.728
23-06-2023 03:00,6,23,03:00,15.6,13.2,85,5,9,24.1,100.31,,,NA,5.74
23-06-2023 04:00,6,23,04:00,15.2,13.5,90,6,8,24.1,100.3,,,Mainly Clear,5.662
23-06-2023 05:00,6,23,05:00,15.4,13.6,89,17,3,24.1,100.31,,,NA,5.761
23-06-2023 06:00,6,23,06:00,18.1,14.5,79,36,2,24.1,100.34,,,NA,5.707
23-06-2023 07:00,6,23,07:00,21,14.8,68,6,4,24.1,100.32,25,,Mostly Cloudy,5.779
23-06-2023 08:00,6,23,08:00,24.4,15.3,57,6,4,24.1,100.28,29,,NA,5.751
23-06-2023 09:00,6,23,09:00,26.2,14,46,12,3,24.1,100.25,30,,NA,5.701
23-06-2023 10:00,6,23,10:00,27.6,14.3,44,5,8,24.1,100.22,31,,Mostly Cloudy,5.665
23-06-2023 11:00,6,23,11:00,28.1,14.1,42,18,8,24.1,100.21,32,,NA,5.946
23-06-2023 12:00,6,23,12:00,29.8,14.8,39,9,5,24.1,100.14,34,,NA,5.702
23-06-2023 13:00,6,23,13:00,29.1,14.7,41,8,7,24.1,100.06,33,,Mostly Cloudy,5.706
23-06-2023 14:00,6,23,14:00,29,13.8,39,30,3,24.1,100.01,32,,NA,5.664
23-06-2023 15:00,6,23,15:00,29.9,15,40,19,8,24.1,99.96,34,,NA,5.632
23-06-2023 16:00,6,23,16:00,29.1,14.8,41,18,11,24.1,99.92,33,,Mostly Cloudy,5.691
23-06-2023 17:00,6,23,17:00,27.2,17.3,54,18,12,24.1,99.89,33,,NA,5.615
23-06-2023 18:00,6,23,18:00,27,17,54,18,9,24.1,99.87,32,,NA,5.64
23-06-2023 19:00,6,23,19:00,25.7,17.5,60,16,7,24.1,99.86,31,,Mostly Cloudy,5.691
23-06-2023 20:00,6,23,20:00,24.3,17,63,18,6,24.1,99.85,30,,NA,5.616
23-06-2023 21:00,6,23,21:00,24.2,16.7,62,20,5,24.1,99.87,29,,NA,5.713
23-06-2023 22:00,6,23,22:00,22.8,17.1,70,25,6,24.1,99.85,28,,Cloudy,5.71
23-06-2023 23:00,6,23,23:00,22.4,17.3,72,0,1,24.1,99.86,28,,NA,5.713
24-06-2023 00:00,6,24,00:00,22.8,17.6,72,28,5,24.1,99.83,29,,NA,5.747
24-06-2023 01:00,6,24,01:00,22.8,17.6,72,30,3,24.1,99.77,29,,Cloudy,5.666
24-06-2023 02:00,6,24,02:00,19.9,18.7,93,12,3,3.2,99.82,,,"Heavy Rain Showers,Fog",5.722
24-06-2023 03:00,6,24,03:00,19.7,18.7,94,35,9,12.9,99.79,,,Rain Showers,5.666
24-06-2023 04:00,6,24,04:00,19.5,19,97,2,13,16.1,99.76,,,Rain Showers,5.742
24-06-2023 05:00,6,24,05:00,19.5,19,97,2,12,16.1,99.75,,,Rain Showers,5.74
24-06-2023 06:00,6,24,06:00,19.7,19.2,97,5,8,24.1,99.77,,,Rain Showers,5.695
24-06-2023 07:00,6,24,07:00,19.8,19.4,98,6,8,24.1,99.78,,,Rain Showers,5.72
24-06-2023 08:00,6,24,08:00,20.3,19.6,95,4,11,24.1,99.76,28,,NA,5.679
24-06-2023 09:00,6,24,09:00,21.6,20.3,93,5,8,24.1,99.73,29,,NA,5.725
24-06-2023 10:00,6,24,10:00,23.6,20.2,81,8,11,24.1,99.71,31,,Mostly Cloudy,5.75
24-06-2023 11:00,6,24,11:00,23.6,19.3,76,5,10,24.1,99.66,31,,NA,5.733
24-06-2023 12:00,6,24,12:00,24.1,20.2,79,36,1,24.1,99.6,32,,NA,5.774
24-06-2023 13:00,6,24,13:00,24.7,20,75,13,6,24.1,99.58,32,,Mostly Cloudy,5.738
24-06-2023 14:00,6,24,14:00,25.9,19.5,67,11,10,24.1,99.53,33,,NA,5.738
24-06-2023 15:00,6,24,15:00,27.5,20,63,5,7,24.1,99.49,35,,NA,5.75
24-06-2023 16:00,6,24,16:00,26,19.8,68,23,4,24.1,99.44,33,,Mostly Cloudy,5.699
24-06-2023 17:00,6,24,17:00,26.7,20.1,67,18,11,24.1,99.42,34,,NA,5.632
24-06-2023 18:00,6,24,18:00,26.1,19.8,68,22,9,24.1,99.45,34,,NA,5.597
24-06-2023 19:00,6,24,19:00,25.1,20.4,75,21,9,24.1,99.48,33,,Mostly Cloudy,5.695
24-06-2023 20:00,6,24,20:00,23.3,20,81,22,8,24.1,99.53,31,,NA,5.678
24-06-2023 21:00,6,24,21:00,23.1,18.7,76,34,13,24.1,99.59,30,,NA,5.604
24-06-2023 22:00,6,24,22:00,21.3,19,86,27,7,16.1,99.55,28,,Rain,5.738
24-06-2023 23:00,6,24,23:00,21.3,19.1,87,36,9,24.1,99.55,28,,NA,5.737
25-06-2023 00:00,6,25,00:00,20.7,18.3,86,35,8,24.1,99.55,27,,NA,5.775
25-06-2023 01:00,6,25,01:00,18.6,17.9,96,23,8,24.1,99.57,,,Mostly Cloudy,5.737
25-06-2023 02:00,6,25,02:00,17.9,17.5,97,22,7,12.9,99.59,,,NA,5.644
25-06-2023 03:00,6,25,03:00,17.7,17.2,97,28,6,9.7,99.6,,,Smoke,5.695
25-06-2023 04:00,6,25,04:00,17.6,17.1,97,30,5,9.7,99.64,,,"Fog,Smoke",5.712
25-06-2023 05:00,6,25,05:00,19.3,18.3,94,35,9,9.7,99.67,,,"Fog,Smoke",5.788
25-06-2023 06:00,6,25,06:00,19.5,18.4,93,1,11,4.8,99.73,,,"Fog,Smoke",5.774
25-06-2023 07:00,6,25,07:00,20.6,18.9,90,5,13,1.6,99.74,27,,Smoke,5.691
25-06-2023 08:00,6,25,08:00,21.7,18.7,83,7,13,1.2,99.75,28,,Smoke,5.662
25-06-2023 09:00,6,25,09:00,23,18.1,74,7,16,1.2,99.77,29,,Smoke,5.798
25-06-2023 10:00,6,25,10:00,23.2,17.8,71,10,18,1.2,99.77,29,,Smoke,5.821
25-06-2023 11:00,6,25,11:00,23.9,17.8,68,8,13,1.2,99.78,30,,Smoke,5.731
25-06-2023 12:00,6,25,12:00,24.8,18.8,69,12,12,1.6,99.73,31,,Smoke,5.678
25-06-2023 13:00,6,25,13:00,25.8,18.3,63,7,10,1.6,99.69,32,,Smoke,5.72
25-06-2023 14:00,6,25,14:00,25.6,18.4,64,10,8,2.4,99.68,32,,Smoke,5.783
25-06-2023 15:00,6,25,15:00,25.7,18.4,63,12,9,2.4,99.65,32,,Smoke,5.714
25-06-2023 16:00,6,25,16:00,26.1,17.8,60,6,13,2.4,99.61,32,,Smoke,5.684
25-06-2023 17:00,6,25,17:00,25.2,15.8,55,7,31,2.4,99.55,30,,Smoke,5.655
25-06-2023 18:00,6,25,18:00,24.6,15.4,56,9,14,2.4,99.59,29,,Smoke,5.746
25-06-2023 19:00,6,25,19:00,23,14.6,59,9,16,2.4,99.57,27,,Smoke,5.741
25-06-2023 20:00,6,25,20:00,20.8,15.3,70,5,12,3.2,99.59,25,,Smoke,5.668
25-06-2023 21:00,6,25,21:00,20.8,13.7,63,7,13,3.2,99.62,,,Smoke,5.661
25-06-2023 22:00,6,25,22:00,20.7,12.4,59,8,13,3.2,99.59,,,Smoke,5.819
25-06-2023 23:00,6,25,23:00,20.5,12,58,9,16,3.2,99.52,,,Smoke,5.696
26-06-2023 00:00,6,26,00:00,19.8,12.2,61,8,28,3.2,99.42,,,Smoke,5.726
26-06-2023 01:00,6,26,01:00,19.5,12.9,65,7,19,3.2,99.37,,,Smoke,5.716
26-06-2023 02:00,6,26,02:00,18.9,13.3,70,7,16,3.2,99.36,,,Smoke,5.741
26-06-2023 03:00,6,26,03:00,18.4,13.4,72,7,35,4.8,99.32,,,Smoke,5.715
26-06-2023 04:00,6,26,04:00,18.1,14.3,78,7,32,4.8,99.3,,,"Rain Showers,Smoke",5.846
26-06-2023 05:00,6,26,05:00,18,15.1,83,7,34,3.2,99.29,,,Smoke,5.696
26-06-2023 06:00,6,26,06:00,19,16.1,83,8,35,4.8,99.27,,,Smoke,5.738
26-06-2023 07:00,6,26,07:00,20.4,17.2,82,9,34,3.2,99.27,26,,Smoke,5.69
26-06-2023 08:00,6,26,08:00,20.9,17.5,81,9,33,4,99.26,27,,Smoke,5.839
26-06-2023 09:00,6,26,09:00,23.5,18.4,73,8,25,4.8,99.23,30,,Smoke,5.712
26-06-2023 10:00,6,26,10:00,24.3,19.2,73,7,31,4.8,99.19,31,,Smoke,5.87
26-06-2023 11:00,6,26,11:00,26.9,20.5,67,10,16,4.8,99.11,35,,Smoke,5.665
26-06-2023 12:00,6,26,12:00,26.6,20,67,14,14,9.7,99.09,34,,Smoke,5.866
26-06-2023 13:00,6,26,13:00,26.2,20.9,72,12,16,12.9,99.04,35,,Mostly Cloudy,5.726
26-06-2023 14:00,6,26,14:00,25.4,21.4,78,30,20,12.9,99.01,34,,"Thunderstorms,Rain Showers",5.724
26-06-2023 15:00,6,26,15:00,20.6,19,90,28,13,16.1,99,27,,"Thunderstorms,Rain",5.762
26-06-2023 16:00,6,26,16:00,22.4,19.7,84,6,35,16.1,98.91,30,,Thunderstorms,5.69
26-06-2023 17:00,6,26,17:00,21,19.4,91,3,9,12.9,98.92,28,,"Thunderstorms,Rain Showers",5.809
26-06-2023 18:00,6,26,18:00,20.8,18.8,88,7,37,16.1,98.91,27,,NA,5.644
26-06-2023 19:00,6,26,19:00,19.9,19.2,96,5,14,24.1,98.96,,,Thunderstorms,5.812
26-06-2023 20:00,6,26,20:00,20.1,19.4,95,30,17,24.1,99.03,27,,NA,5.819
26-06-2023 21:00,6,26,21:00,19.7,19.1,96,4,9,12.9,99.07,,,"Thunderstorms,Rain Showers",5.838
26-06-2023 22:00,6,26,22:00,19.4,19.1,98,6,27,24.1,99.02,,,Cloudy,5.832
26-06-2023 23:00,6,26,23:00,19.7,19.2,97,6,16,24.1,99.02,,,NA,5.791
27-06-2023 00:00,6,27,00:00,19.2,18.9,98,9,4,24.1,99,,,NA,5.825
27-06-2023 01:00,6,27,01:00,19.1,19,99,8,7,24.1,98.96,,,Mostly Cloudy,5.816
27-06-2023 02:00,6,27,02:00,18.3,18.2,99,10,4,24.1,98.93,,,NA,5.715
27-06-2023 03:00,6,27,03:00,18.2,18.1,99,12,5,24.1,98.94,,,NA,5.71
27-06-2023 04:00,6,27,04:00,18,17.9,99,5,7,24.1,98.9,,,Mostly Cloudy,5.654
27-06-2023 05:00,6,27,05:00,18.4,18.4,100,9,10,24.1,98.99,,,NA,5.674
27-06-2023 06:00,6,27,06:00,19.1,18.8,98,11,8,16.1,99.02,,,NA,5.654
27-06-2023 07:00,6,27,07:00,19.9,19.1,95,10,9,24.1,99.03,,,Mostly Cloudy,5.694
27-06-2023 08:00,6,27,08:00,20.3,19.1,93,10,9,24.1,99.03,27,,NA,5.76
27-06-2023 09:00,6,27,09:00,21.6,19.1,86,9,10,24.1,98.96,28,,NA,5.778
27-06-2023 10:00,6,27,10:00,23,18.1,74,13,14,24.1,99,29,,Mostly Cloudy,5.803
27-06-2023 11:00,6,27,11:00,24,18.3,70,13,12,24.1,98.98,30,,NA,5.834
27-06-2023 12:00,6,27,12:00,24.3,19.2,73,16,7,24.1,98.96,31,,NA,5.813
27-06-2023 13:00,6,27,13:00,25.6,19.1,67,16,14,24.1,98.89,32,,Mostly Cloudy,5.816
27-06-2023 14:00,6,27,14:00,24.3,18.8,71,14,9,24.1,98.86,31,,NA,5.764
27-06-2023 15:00,6,27,15:00,24.3,20.1,77,27,12,24.1,98.85,32,,NA,5.76
27-06-2023 16:00,6,27,16:00,25.3,19.7,71,24,9,24.1,98.83,33,,Mostly Cloudy,5.755
27-06-2023 17:00,6,27,17:00,20.3,19.1,92,16,13,1.6,98.88,27,,"Thunderstorms,Moderate Rain Showers",5.756
27-06-2023 18:00,6,27,18:00,22.9,19.9,83,9,14,24.1,98.88,30,,NA,5.722
27-06-2023 19:00,6,27,19:00,21,19.6,91,11,8,24.1,98.88,28,,Mainly Clear,5.783
27-06-2023 20:00,6,27,20:00,20.2,19.6,96,11,7,24.1,98.92,27,,NA,5.778
27-06-2023 21:00,6,27,21:00,21.6,20,90,35,10,24.1,99,29,,NA,5.78
27-06-2023 22:00,6,27,22:00,20.4,19.8,97,5,8,24.1,99.01,28,,Mostly Cloudy,5.779
27-06-2023 23:00,6,27,23:00,20.1,19.8,98,11,5,24.1,99.01,28,,NA,5.781
28-06-2023 00:00,6,28,00:00,20,19.8,99,19,7,9.7,99,27,,"Rain Showers,Fog",5.83
28-06-2023 01:00,6,28,01:00,19.5,19,97,14,9,16.1,99,,,Mostly Cloudy,5.754
28-06-2023 02:00,6,28,02:00,19.5,18.4,93,19,16,16.1,99.01,,,NA,5.804
28-06-2023 03:00,6,28,03:00,17.1,16.6,97,28,23,12.9,99.07,,,Rain,5.615
28-06-2023 04:00,6,28,04:00,15.9,15.4,97,26,18,12.9,99.12,,,Rain,5.82
28-06-2023 05:00,6,28,05:00,15.2,14.6,96,27,18,12.9,99.18,,,Rain,5.806
28-06-2023 06:00,6,28,06:00,15.2,14.4,95,28,21,16.1,99.26,,,NA,5.801
28-06-2023 07:00,6,28,07:00,15.4,14.3,93,28,24,16.1,99.32,,,Cloudy,5.794
28-06-2023 08:00,6,28,08:00,15.3,14,92,29,23,24.1,99.4,,,NA,5.81
28-06-2023 09:00,6,28,09:00,15.8,14.4,91,28,14,24.1,99.48,,,NA,5.815
28-06-2023 10:00,6,28,10:00,15.1,13.8,92,26,22,16.1,99.52,,,Rain,5.815
28-06-2023 11:00,6,28,11:00,16.1,13.9,87,28,21,24.1,99.53,,,NA,5.838
28-06-2023 12:00,6,28,12:00,16.2,13.8,86,29,19,24.1,99.58,,,NA,5.821
28-06-2023 13:00,6,28,13:00,16.1,13.9,86,28,20,24.1,99.64,,,Cloudy,5.83
28-06-2023 14:00,6,28,14:00,15.9,14.4,91,30,16,6.4,99.66,,,"Rain,Fog",5.843
28-06-2023 15:00,6,28,15:00,16.3,14.5,89,29,17,9.7,99.67,,,"Rain,Fog",5.831
28-06-2023 16:00,6,28,16:00,17.4,14.6,84,30,16,16.1,99.68,,,Cloudy,5.83
28-06-2023 17:00,6,28,17:00,17.9,14.9,82,29,14,16.1,99.72,,,NA,5.848
28-06-2023 18:00,6,28,18:00,17.8,15.4,86,26,9,12.9,99.77,,,NA,5.819
28-06-2023 19:00,6,28,19:00,18.1,15.8,87,27,9,9.7,99.8,,,Smoke,5.815
28-06-2023 20:00,6,28,20:00,17.7,15.5,87,29,9,9.7,99.83,,,Smoke,5.876
28-06-2023 21:00,6,28,21:00,18.1,15.6,85,31,13,12.9,99.9,,,NA,5.889
28-06-2023 22:00,6,28,22:00,18.3,15.2,82,31,19,12.9,99.94,,,Cloudy,5.853
28-06-2023 23:00,6,28,23:00,18,15.2,83,31,15,12.9,99.92,,,NA,5.857
29-06-2023 00:00,6,29,00:00,17.9,15.1,83,31,10,12.9,99.94,,,NA,5.893
29-06-2023 01:00,6,29,01:00,18.1,15.3,84,29,10,12.9,99.94,,,Cloudy,5.902
29-06-2023 02:00,6,29,02:00,18.4,15.6,83,30,15,12.9,99.93,,,NA,5.929
29-06-2023 03:00,6,29,03:00,18.3,15.7,85,29,16,12.9,99.97,,,NA,5.913
29-06-2023 04:00,6,29,04:00,18.2,15.7,85,30,13,9.7,100,,,Smoke,5.994
29-06-2023 05:00,6,29,05:00,17.8,15.7,88,29,12,4.8,100.05,,,Smoke,5.967
29-06-2023 06:00,6,29,06:00,18.3,15.4,83,31,13,6.4,100.12,,,Smoke,5.876
29-06-2023 07:00,6,29,07:00,19.8,15.6,76,30,22,6.4,100.16,,,Smoke,5.856
29-06-2023 08:00,6,29,08:00,20.8,15.9,73,30,16,6.4,100.19,25,,Smoke,5.865
29-06-2023 09:00,6,29,09:00,22,16.4,70,28,12,6.4,100.2,27,,Smoke,5.847
29-06-2023 10:00,6,29,10:00,23.2,17,68,30,14,8.1,100.21,28,,Smoke,5.907
29-06-2023 11:00,6,29,11:00,24.4,17.2,64,29,20,9.7,100.22,30,,Smoke,5.898
29-06-2023 12:00,6,29,12:00,25.6,15.4,53,29,13,9.7,100.19,30,,Smoke,5.822
29-06-2023 13:00,6,29,13:00,26.2,15.5,51,29,16,9.7,100.18,30,,Smoke,5.847
29-06-2023 14:00,6,29,14:00,26.4,14,46,29,18,8.1,100.17,30,,Smoke,5.812
29-06-2023 15:00,6,29,15:00,26.1,13.8,46,29,8,6.4,100.12,29,,Smoke,5.84
29-06-2023 16:00,6,29,16:00,26.2,13.8,46,26,12,6.4,100.13,29,,Smoke,5.792
29-06-2023 17:00,6,29,17:00,25.7,12.9,45,25,14,6.4,100.13,28,,Smoke,5.796
29-06-2023 18:00,6,29,18:00,24.7,16,58,25,7,6.4,100.14,29,,Smoke,5.837
29-06-2023 19:00,6,29,19:00,22.6,15.7,65,26,9,6.4,100.18,27,,Smoke,5.83
29-06-2023 20:00,6,29,20:00,21.9,14.5,62,23,6,6.4,100.23,26,,Smoke,5.844
29-06-2023 21:00,6,29,21:00,19.8,14.1,69,18,7,6.4,100.28,,,Smoke,5.825
29-06-2023 22:00,6,29,22:00,18.6,14.1,75,19,9,8.1,100.29,,,Smoke,5.798
29-06-2023 23:00,6,29,23:00,17.9,14.7,82,18,10,9.7,100.28,,,Smoke,5.86
30-06-2023 00:00,6,30,00:00,17.3,15.2,88,21,9,6.4,100.26,,,Smoke,5.805
30-06-2023 01:00,6,30,01:00,17.1,15.2,88,20,8,6.4,100.22,,,Smoke,5.86
30-06-2023 02:00,6,30,02:00,16.7,15.1,90,23,6,9.7,100.23,,,Smoke,5.831
30-06-2023 03:00,6,30,03:00,15,14.8,98,20,9,6.4,100.26,,,Smoke,5.868
30-06-2023 04:00,6,30,04:00,13.4,13.2,99,14,9,6.4,100.24,,,Smoke,5.856
30-06-2023 05:00,6,30,05:00,14.8,14.6,99,20,9,3.2,100.3,,,Smoke,5.883
30-06-2023 06:00,6,30,06:00,15.7,15,96,19,8,4.8,100.36,,,Smoke,5.856
30-06-2023 07:00,6,30,07:00,18.3,15.5,84,19,4,6.4,100.36,,,Smoke,5.886
30-06-2023 08:00,6,30,08:00,21.3,15.9,71,8,5,6.4,100.37,26,,Smoke,5.87
30-06-2023 09:00,6,30,09:00,22.6,15,62,15,10,9.7,100.34,27,,Smoke,5.86
30-06-2023 10:00,6,30,10:00,22.4,16.4,68,16,9,9.7,100.37,27,,Smoke,5.911
30-06-2023 11:00,6,30,11:00,22,16.4,70,13,9,9.7,100.36,27,,Smoke,5.883
30-06-2023 12:00,6,30,12:00,22.2,16.6,70,11,6,9.7,100.35,27,,"Rain Showers,Smoke",6.056
30-06-2023 13:00,6,30,13:00,23.7,15.6,60,9,14,8.1,100.31,28,,Smoke,5.864
30-06-2023 14:00,6,30,14:00,24.5,15.3,56,15,10,8.1,100.27,29,,Smoke,5.858
30-06-2023 15:00,6,30,15:00,24.9,14.1,50,14,9,8.1,100.24,28,,Smoke,5.855
30-06-2023 16:00,6,30,16:00,25.7,15.5,53,11,8,8.1,100.21,30,,Smoke,5.83
30-06-2023 17:00,6,30,17:00,25.7,15.2,52,12,11,6.4,100.16,30,,Smoke,5.857
30-06-2023 18:00,6,30,18:00,25.4,15.8,55,12,10,6.4,100.11,30,,Smoke,5.863
30-06-2023 19:00,6,30,19:00,23.9,17.3,66,11,10,6.4,100.13,29,,Smoke,5.813
30-06-2023 20:00,6,30,20:00,21.7,17.2,75,10,9,6.4,100.16,27,,Smoke,5.837
30-06-2023 21:00,6,30,21:00,20.5,16,75,9,10,6.4,100.16,25,,Smoke,5.75
30-06-2023 22:00,6,30,22:00,20.4,16.9,80,10,12,6.4,100.12,26,,Smoke,5.838
30-06-2023 23:00,6,30,23:00,20.3,17.6,84,10,13,6.4,100.07,26,,Smoke,5.856
01-07-2023 00:00,7,1,00:00,19.7,17.8,89,11,13,6.4,100.04,,,Smoke,5.93
01-07-2023 01:00,7,1,01:00,19.4,17.9,91,13,13,6.4,100.01,,,Smoke,5.897
01-07-2023 02:00,7,1,02:00,19.6,17.6,88,12,8,8.1,99.98,,,Smoke,5.96
01-07-2023 03:00,7,1,03:00,19.1,17.4,89,10,8,6.4,99.95,,,Smoke,5.929
01-07-2023 04:00,7,1,04:00,18.9,17.8,94,10,8,8.1,99.93,,,"Thunderstorms,Rain Showers,Smoke",5.859
01-07-2023 05:00,7,1,05:00,18.6,17.4,93,12,10,6.4,99.93,,,Smoke,5.838
01-07-2023 06:00,7,1,06:00,19.6,17.5,87,15,5,6.4,99.95,,,Smoke,5.666
01-07-2023 07:00,7,1,07:00,20.7,18.4,86,13,5,4.8,99.94,27,,Smoke,5.832
01-07-2023 08:00,7,1,08:00,21.6,18.9,84,19,9,4.8,99.95,28,,Smoke,5.855
01-07-2023 09:00,7,1,09:00,24.5,20.6,79,19,9,3.2,99.9,33,,Smoke,5.842
01-07-2023 10:00,7,1,10:00,25.1,21.1,78,22,11,3.2,99.89,34,,Smoke,5.871
01-07-2023 11:00,7,1,11:00,26.4,20.9,71,20,16,3.2,99.85,35,,Smoke,5.828
01-07-2023 12:00,7,1,12:00,26.9,21.7,73,17,14,4.8,99.82,36,,Smoke,5.832
01-07-2023 13:00,7,1,13:00,27,21.2,70,18,15,4.8,99.76,36,,Smoke,5.925
01-07-2023 14:00,7,1,14:00,26.4,20.7,70,17,10,4.8,99.69,35,,Smoke,5.861
01-07-2023 15:00,7,1,15:00,25.9,20.5,71,20,14,6.4,99.68,34,,"Thunderstorms,Smoke",5.838
01-07-2023 16:00,7,1,16:00,20.3,18.1,87,29,3,19.3,99.77,26,,"Thunderstorms,Rain Showers",5.779
01-07-2023 17:00,7,1,17:00,21.7,20,90,10,7,19.3,99.67,29,,NA,5.853
01-07-2023 18:00,7,1,18:00,21.1,19.8,92,6,13,16.1,99.65,29,,NA,5.864
